Date,Open,High,Low,Close,Volume,Adj Close
18/02/2013,311.06,311.06,311.06,311.06,0.00E+00,200.02
19/02/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
20/02/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
21/02/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
22/02/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
23/02/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
24/02/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
25/02/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
26/02/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
27/02/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
28/02/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
01/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
02/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
03/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
04/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
05/03/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
06/03/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
07/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
08/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
09/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
10/03/2013,307.32,307.32,307.32,307.32,0.00E+00,197.61
11/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
12/03/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
13/03/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
14/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
15/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
16/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
17/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
18/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
19/03/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
20/03/2013,916.59,924.83,907.47,916.3,2.00E+05,746.34
21/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
22/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
23/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
24/03/2013,304.52,304.52,304.52,304.52,0.00E+00,195.81
